Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/131/695/GCF_014131695.1_genomic.fna.gz	0.1118	0.1381	96.41	0.104	95.30-97.47	0.104	0.07-0.15	1	1.054	445/13977	89.48	6	NZ_CP036346.1 Thomasclavelia ramosa DSM 1402 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/297/775/GCF_000297775.1_genomic.fna.gz	0.0990	0.1026	95.19	0.092	93.24-97.24	0.092	0.04-0.18	1	1.044	204/10672	88.02	7	NZ_JH815513.1 Sutterella wadsworthensis 2_1_59BFAA supercont1.1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/546/265/GCA_900546265.1_genomic.fna.gz	0.0989	0.1392	96.36	0.092	95.18-97.70	0.092	0.05-0.13	1	1.111	514/16035	89.50	26	URCA01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS856 genome assembly, contig: NODE_10_length_213345_cov_8.553964, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/046/825/GCF_013046825.1_genomic.fna.gz	0.0917	0.1046	95.47	0.085	93.78-97.50	0.085	0.04-0.15	1	1.041	244/12533	88.07	23	NZ_CP053187.1 Turicibacter sanguinis strain MOL361 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/495/595/GCA_902495595.1_genomic.fna.gz	0.0897	0.0672	97.39	0.084	96.00-98.87	0.084	0.05-0.13	1	1.079	303/8568	89.78	13	CABUXV010000001.1 MAG TPA_asm: uncultured Eubacterium sp. isolate MGYG-HGUT-04481 genome assembly, contig: GUT_GENOME277044_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/489/745/GCA_902489745.1_genomic.fna.gz	0.0830	0.0788	95.46	0.077	93.41-97.53	0.077	0.03-0.15	1	1.048	189/10738	87.78	19	CABUBB010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate MGYG-HGUT-03838 genome assembly, contig: GUT_GENOME245503_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/615/635/GCA_934615635.1_genomic.fna.gz	0.0821	0.0729	96.47	0.077	94.92-98.39	0.077	0.04-0.13	1	1.045	245/10113	88.69	4	CAKTTT010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.208 genome assembly, contig: Pilot_MoBio_Fiber_I_11_1003__NODE_3379_length_38189_cov_4.094065, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	0.0798	0.0758	98.10	0.074	96.70-99.58	0.074	0.04-0.12	1	1.036	418/10561	90.11	1	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/644/365/GCF_030644365.1_genomic.fna.gz	0.0705	0.0679	96.44	0.066	94.35-98.69	0.066	0.03-0.13	1	1.041	221/10693	88.24	231	NZ_CP130058.1 Schaalia sp. HMT-172 strain F0311 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/959/600/905/GCA_959600905.1_genomic.fna.gz	0.0494	0.0352	98.43	0.046	96.31-99.91	0.046	0.03-0.09	1	1.023	222/8042	89.07	0	CAUGNO010000001.1 MAG TPA_asm: uncultured Eubacteriales bacterium isolate SRR16279983_bin.24_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ19289347.10, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/655/GCF_001457655.1_genomic.fna.gz	0.0450	0.0324	97.42	0.042	94.45-97.76	0.042	0.04-0.10	1	1.021	146/7983	87.89	1	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/148/585/GCF_000148585.2_genomic.fna.gz	0.0368	0.0261	98.69	0.034	95.94-99.02	0.034	0.03-0.08	1	1.028	179/7991	88.47	21	NZ_CP028414.1 Streptococcus mitis NCTC 12261 chromosome, complete genome
